PIB File Number,Date Occurred,Originating Bureau,Division level,Division,Unit,Working Status,Shift,Investigation status,Disposition,Service Type,Light Condition,Weather Condition,Use of Force Type,Use of Force Level,Subject Influencing Factors,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested,Subject Arrest Charges,Use of Force Reason,Officer Injured
FTN2023-0079,02/11/2023,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Hands | Hands | Hands | CEW Deployment,L1 | L1 | L1 | L2,Alchohol and unknown drugs | Alchohol and unknown drugs,No | No | No | Yes,White | Black | White | White,Male | Male | Male | Male,41 | 45 | 50 | 50,16 | 4 | 2 | 2,19 feet to 21 feet | 19 feet to 21 feet,Male | Male,Black | White,22 | 22,Large | Large,5'7'' to 5'9'' | 5'7'' to 5'9'',Yes | Yes,Yes | Yes,Yes | Yes,,Battery on Police Officer,No | No | Yes | Yes
FTN2023-0078,02/11/2023,FOB - Field Operations Bureau,SOD,Tact 1,Tact 1,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Rainy Conditions - Light,Firearm (Exhibited) | Takedown (no injury) | Firearm (Exhibited) | Takedown (no injury),L1 | L1 | L1 | L1,None detected | None detected,Yes | Yes | Yes | Yes,Black | Black | Black | Black,Male | Male | Male | Male,29 | 29 | 31 | 31,7 | 7 | 5 | 5,0 feet to 1 feet | 0 feet to 1 feet,Male | Male,Black | Black,17 | 16,Small | Small,5'0'' to 5'3'' | 5'0'' to 5'3'',No | No,Yes | Yes,Yes | Yes,,Resisting Lawful Arrest,No | No | No | No
FTN2023-0080,02/12/2023,FOB - Field Operations Bureau,3rd District,Night Watch,Night Watch,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,None detected | None detected,Yes | Yes,Black | White,Male | Male,27 | 30,4 | 3,0 feet to 1 feet | 0 feet to 1 feet,Female | Male,Black | Black,24 | 15,Medium | Medium,5'7'' to 5'9'' | 5'7'' to 5'9'',No | No,No | No,Yes | Yes,,Flight from an Officer,No | No
FTN2023-0081,02/13/2023,FOB - Field Operations Bureau,SOD,Tact 1,Tact 1,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1 | L1,Unknown,No | No | No | No,White | Black | Black | Black,Male | Male | Male | Male,45 | 38 | 29 | 47,14 | 7 | 7 | 5,11 feet to 14 feet,Male,Black,,Medium,5'7'' to 5'9'',No,No,No,,Flight from an Officer,No | No | No | No
FTN2023-0082,02/13/2023,FOB - Field Operations Bureau,1st District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury),L1,Alchohol,Yes,Black,Male,48,20,0 feet to 1 feet,Female,Hispanic,0,Medium,5'4'' to 5'6'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2023-0083,02/14/2023,FOB - Field Operations Bureau,1st District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified With Policy Violation,Call for Service,Poor,Clear Conditions,- Hands (with injury) | CEW Exhibited/Laser | Hands | Hands,L2 | L1 | L1 | L1,Unknown,Yes | No | Yes | No,Black | White | White | Black,Male | Male | Male | Male,48 | 28 | 28 | 25,20 | 5 | 5 | 3,0 feet to 1 feet,Male,Black,25,Small,5'4'' to 5'6'',Yes,Yes,Yes,,refuse verbal commands,No | No | No | No
FTN2023-0095,02/17/2023,FOB - Field Operations Bureau,7th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Rainy Conditions - Light,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,41,23,11 feet to 14 feet,Male,Black,19,Small,5'4'' to 5'6'',No,No,Yes,,Weapon Exhibited,No
FTN2023-0090,02/17/2023,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Other | Takedown (no injury),L1 | L1,Unknown,Yes | Yes,White | White,Female | Male,28 | 50,4 | 2,0 feet to 1 feet,Male,Black,24,Small,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,Yes | No
FTN2023-0089,02/17/2023,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Regular Working,Between 7am-3pm,Completed,UOF Justified With Policy Violation,Arresting,Poor,Clear Conditions,Hands | Head Strike (No Wep),L1 | L3,Unknown,Yes | Yes,Black | Black,Male | Male,43 | 34,19 | 10,1 feet to 3 feet,Male,Black,19,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Officer w/Weapon,No | No
FTN2023-0091,02/18/2023,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified With Policy Violation,Call for Service,Good,Clear Conditions,Takedown (no injury) | Takedown (no injury),L1 | L1,Alchohol,Yes | Yes,Black | Hispanic,Female | Male,41 | 38,16 | 7,1 feet to 3 feet,Male,White,38,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No | No
FTN2023-0093,02/18/2023,ISB - Investigative Services Bureau,CID,Sex Crimes Child Abuse,2nd Platoon,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands | Takedown (no injury) | Force (Escort Tech),L1 | L1 | L1,Alchohol,Yes | Yes | Yes,Black | Hispanic | Black,Female | Male | Male,42 | 30 | 39,15 | 7 | 5,0 feet to 1 feet,Female,Black,17,Medium,5'7'' to 5'9'',No,Yes,Yes,,Resisting Lawful Arrest,Yes | No | No
FTN2023-0098,02/19/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Force (Take Down),L2,None detected,Yes,Black,Male,23,2,0 feet to 1 feet,Female,Black,19,Small,5'4'' to 5'6'',Yes,No,No,,refuse verbal commands,No
FTN2023-0097,02/19/2023,FOB - Field Operations Bureau,5th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1 | L1,Unknown,Yes | Yes | Yes | Yes,White | American Indian/Alaska Native | White | White,Female | Male | Male | Female,43 | 44 | 42 | 28,9 | 8 | 7 | 7,1 feet to 3 feet,Male,Black,22,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No | No | No | No
FTN2023-0099,02/19/2023,FOB - Field Operations Bureau,8th District,DIU Persons,DIU Persons DIU,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1 | L1 | L1,Unknown | Unknown | Unknown,Yes | Yes | Yes | Yes | Yes,White | White | White | White | White,Female | Male | Male | Female | Male,42 | 36 | 36 | 31 | 26,9 | 8 | 6 | 6 | 4,4 feet to 6 feet | 4 feet to 6 feet | 4 feet to 6 feet,Male | Male | Male,White | White | White,59 | 38 | 38,Medium | Medium | Medium,6'1'' to 6'3'' | 6'1'' to 6'3'' | 6'1'' to 6'3'',No | No | No,No | No | No,Yes | Yes | Yes,,Weapon Exhibited,No | No | No | No | No
FTN2023-0100,02/20/2023,FOB - Field Operations Bureau,8th District,DIU Persons,DIU Persons DIU,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,36,8,1 feet to 3 feet,Male,Black,17,Medium,5'4'' to 5'6'',No,No,Yes,,Flight from an Officer,No
FTN2023-0108,02/21/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Takedown (no injury),L1,None detected,Yes,Black,Male,26,4,0 feet to 1 feet,Male,Black,21,Small,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2023-0104,02/22/2023,FOB - Field Operations Bureau,SOD,VOWS/Extradition,VOWS/Extradition,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,Mentally unstable,Yes,Black,Male,35,11,15 feet to 18 feet,Male,Black,,Medium,5'10'' to 6'0'',No,No,Yes,,Weapon Exhibited,No
FTN2023-0113,02/22/2023,FOB - Field Operations Bureau,8th District,DIU Persons,DIU Persons DIU,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,Unknown | Unknown,Yes | Yes,White | Hispanic,Male | Male,36 | 32,8 | 6,1 feet to 3 feet | 1 feet to 3 feet,Male | Male,Black | Black,18 | 16,Medium | Medium,5'7'' to 5'9'' | 5'7'' to 5'9'',No | No,No | No,Yes | Yes,,Escape,No | No
FTN2023-0114,02/22/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Force (Take Down),L2,Mentally unstable,Yes,White,Male,31,6,0 feet to 1 feet,Male,White,,Large,5'7'' to 5'9'',Yes,Yes,No,,Flight from an Officer,No
FTN2023-0116,02/23/2023,FOB - Field Operations Bureau,7th District,Staff,Staff Other,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands | Takedown (no injury) | Hands | Hands | Hands | Hands | Hands | Hands,L1 | L1 | L1 | L1 | L1 | L1 | L1 | L1,Unknown | Unknown | Unknown,Yes | No | Yes | Yes | Yes | Yes | Yes | Yes,Black | Black | Black | Black | Asian/Pacific Islander | Black | White | Black,Male | Male | Female | Female | Male | Male | Male | Male,47 | 56 | 56 | 30 | 28 | 27 | 25 | 26,19 | 0 | 26 | 6 | 6 | 2 | 2 | 2,1 feet to 3 feet | 1 feet to 3 feet | 1 feet to 3 feet,Female | Female | Female,Black | Black | Black,22 | 32 | 0,Medium | Medium | Medium,5'4'' to 5'6'' | 5'4'' to 5'6'' | 5'4'' to 5'6'',No | No | No,No | No | No,Yes | Yes | Yes,,refuse verbal commands,No | No | No | No | No | No | No | No
FTN2023-0118,02/27/2023,FOB - Field Operations Bureau,8th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Other,Poor,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,None detected,Yes | Yes,White | White,Male | Male,29 | 34,7 | 6,1 feet to 3 feet,Female,White,40,Small,5'0'' to 5'3'',No,No,No,,Weapon Exhibited,No | No
FTN2023-0120,03/01/2023,FOB - Field Operations Bureau,SOD,Tact 1,Tact 1,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown | Unknown,Yes,White,Male,35,7,11 feet to 14 feet | 11 feet to 14 feet,Male | Female,Black | Black,35 | 67,Medium | Medium,5'7'' to 5'9'' | 5'7'' to 5'9'',No | No,No | No,No | No,,Tactical Deployments,No
FTN2023-0123,03/02/2023,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,Takedown (no injury) | Takedown (no injury),L1 | L1,Unknown,Yes | Yes,Not Specified | Black,Male | Male,32 | 27,5 | 5,0 feet to 1 feet,Male,Black,31,Small,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No | No
FTN2023-0122,03/02/2023,FOB - Field Operations Bureau,5th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,None detected | None detected | None detected,Yes,White,Male,31,6,1 feet to 3 feet | 1 feet to 3 feet | 1 feet to 3 feet,Male | Male | Male,Black | Black | Black,,Small | Small | Small,5'4'' to 5'6'' | 5'4'' to 5'6'' | 5'4'' to 5'6'',No | No | No,Yes | Yes | Yes,Yes | Yes | Yes,,Flight from an Officer,No
FTN2023-0126,03/03/2023,FOB - Field Operations Bureau,5th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified With Policy Violation,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown | Unknown,Yes,American Indian/Alaska Native,Male,44,8,1 feet to 3 feet | 1 feet to 3 feet,Male | Male,Black | Black,17 | 20,Medium | Medium,5'10'' to 6'0'' | 5'10'' to 6'0'',No | No,No | No,Yes | Yes,,Escape,No
FTN2023-0131,03/05/2023,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Mentally unstable,Yes,White,Male,41,16,1 feet to 3 feet,Male,Black,67,Medium,5'4'' to 5'6'',No,Yes,No,,refuse verbal commands,No
FTN2023-0132,03/06/2023,FOB - Field Operations Bureau,2nd District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury),L1,None detected,Yes,Hispanic,Male,25,3,0 feet to 1 feet,Male,Black,33,Medium,5'10'' to 6'0'',No,No,Yes,,Flight from an Officer,No
FTN2023-0136,03/08/2023,FOB - Field Operations Bureau,2nd District | SOD,Tact 1 | Day Watch,Tact 1 | Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting | Traffic Stop,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,Unknown | Unknown | None detected,No | Yes,White | Hispanic,Male | Male,31 | 34,7 | 12,11 feet to 14 feet | 11 feet to 14 feet | 7 feet to 10 feet,Male | Female | Male,Black | Black | Black,36 | 30 | 33,Medium | Medium | Small,5'10'' to 6'0'' | 5'10'' to 6'0'' | 5'7'' to 5'9'',No | No | No,No | No | No,Yes | Yes | Yes,,Resisting Lawful Arrest | refuse verbal commands,No | No
FTN2023-0137,03/10/2023,FOB - Field Operations Bureau,SOD,VOWS/Extradition,VOWS/Extradition,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,45,17,15 feet to 18 feet,Male,Black,26,Medium,5'10'' to 6'0'',No,No,No,,Weapon Exhibited,No
FTN2023-0138,03/10/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury) | Head Strike (No Wep) | Hands,L1 | L3 | L1,None detected | None detected,No | No | No,White | White | Black,Male | Male | Male,31 | 31 | 26,6 | 6 | 4,0 feet to 1 feet | 0 feet to 1 feet,Male | Female,Black | Black,22 | 0,Medium | Medium,5'7'' to 5'9'' | 5'7'' to 5'9'',Yes | Yes,Yes | Yes,Yes | Yes,,Battery on Police Officer,Yes | Yes | No
FTN2023-0141,03/11/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,,Yes,Black,Male,24,3,0 feet to 1 feet,Male,Black,17,Medium,5'7'' to 5'9'',No,No,No,,Resisting Lawful Arrest,No
FTN2023-0142,03/12/2023,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown Drugs,Yes,Black,Male,34,10,11 feet to 14 feet,Male,White,35,XLarge,5'10'' to 6'0'',No,Yes,Yes,,Weapon Exhibited,No
FTN2023-0144,03/13/2023,FOB - Field Operations Bureau,2nd District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Poor,Rainy Conditions - Light,Hands | Takedown (no injury),L1 | L1,Alchohol,Yes | Yes,Black | Black,Male | Male,48 | 48,9 | 9,0 feet to 1 feet,Female,White,23,Medium,5'4'' to 5'6'',No,Yes,Yes,,refuse verbal commands,No | No
FTN2023-0145,03/14/2023,ISB - Investigative Services Bureau,CID,Sex Crimes Child Abuse,2nd Platoon,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Alchohol,Yes,Hispanic,Male,30,7,0 feet to 1 feet,Male,,42,Small,5'4'' to 5'6'',No,No,Yes,,Battery on Police Officer,No
FTN2023-0147,03/16/2023,FOB - Field Operations Bureau,SOD,VCAIT,VCAIT,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Serving a Warrant,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown | Unknown,Yes,Black,Male,38,14,1 feet to 3 feet | 1 feet to 3 feet,Male | Male,White | Black,43 | 39,Medium | Medium,5'10'' to 6'0'' | 5'10'' to 6'0'',No | No,No | No,No | No,,Tactical Deployments,No
FTN2023-0148,03/17/2023,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Rainy Conditions - Medium,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1 | L1,Mentally unstable,Yes | Yes | Yes | Yes,White | Black | White | Hispanic,Male | Male | Male | Male,49 | 47 | 48 | 30,15 | 19 | 25 | 7,11 feet to 14 feet,Male,Black,39,Medium,6'1'' to 6'3'',No,No,Yes,,Weapon Exhibited,No | No | No | No
FTN2023-0150,03/19/2023,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,None detected,Yes | Yes,Hispanic | White,Male | Male,33 | 33,5 | 4,15 feet to 18 feet,Male,Black,28,Medium,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No | No
FTN2023-0154,03/20/2023,FOB - Field Operations Bureau,8th District,DIU Persons,DIU Persons DIU,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Poor,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,White,Male,36,6,0 feet to 1 feet,Male,Black,37,Small,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2023-0151,03/20/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Female,25,2,1 feet to 3 feet,Male,Black,44,Small,5'10'' to 6'0'',No,No,Yes,,Weapon Exhibited,No
FTN2023-0156,03/21/2023,FOB - Field Operations Bureau,1st District,DIU Property,DIU Property DIU,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1 | L1,Unknown,No | No | No | No,White | White | Hispanic | Black,Male | Male | Male | Male,45 | 33 | 40 | 36,14 | 9 | 7 | 7,19 feet to 21 feet,Male,Black,18,Small,5'7'' to 5'9'',Yes,Yes,Yes,,Resisting Lawful Arrest,No | No | No | No
FTN2023-0157,03/22/2023,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands,L1,Unknown,Yes,Hispanic,Male,31,7,0 feet to 1 feet,Female,Black,22,Medium,5'4'' to 5'6'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2023-0165,03/23/2023,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury),L1,None detected,Yes,White,Male,33,4,0 feet to 1 feet,Male,Black,34,Large,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2023-0159,03/23/2023,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Regular Working,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,26,4,4 feet to 6 feet,Male,Black,18,Medium,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2023-0161,03/24/2023,FOB - Field Operations Bureau,3rd District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Takedown (no injury) | Takedown (no injury),L1 | L1,Mentally unstable,Yes | Yes,White | Black,Male | Male,45 | 27,14 | 3,0 feet to 1 feet,Male,Black,31,Small,5'10'' to 6'0'',No,Yes,No,,Escape,No | No
FTN2023-0166,03/28/2023,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified With Policy Violation,Arresting,Good,Clear Conditions,Force (Escort Tech) | Force (Escort Tech) | Takedown (w/injury),L1 | L1 | L2,Mentally unstable,Yes | Yes | Yes,Black | Hispanic | Hispanic,Male | Male | Male,42 | 38 | 38,9 | 7 | 7,0 feet to 1 feet,Male,White,54,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Arrest,No | Yes | Yes
FTN2023-0168,03/28/2023,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1,Unknown | Unknown | Unknown | Unknown,Yes | Yes | Yes,White | Asian/Pacific Islander | Black,Male | Male | Female,32 | 28 | 23,7 | 6 | 2,22 feet to 25 feet | 22 feet to 25 feet | 22 feet to 25 feet | 22 feet to 25 feet,Male | Male | Male | Female,Black | Black | Black | Black,32 | 27 | 17 | 18,Small | Small | Small | Small,5'7'' to 5'9'' | 5'7'' to 5'9'' | 5'7'' to 5'9'' | 5'7'' to 5'9'',No | No | No | No,No | No | No | No,Yes | Yes | Yes | Yes,,Tactical Deployments,No | No | No
